symbol,date,indicator,value,signal,confidence,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower
AMZN,2024-12-17T22:52:08.443764,MACD,7.303295696476653,BUY,0.7,68.773428485283,7.303295696476653,5.816096266068445,240.1723231166497,215.88600000000002,191.59967688335036
