symbol,date,indicator,value,signal,confidence,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower
NVDA,2024-12-17T22:52:26.431881,MACD,-2.243691435848689,SELL,0.7,39.09847907501476,-2.243691435848689,-1.1686243448671054,149.13609254125174,139.3375,129.53890745874827
