symbol,date,indicator,value,signal,confidence,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower
MSFT,2024-12-17T22:51:32.547229,RSI,72.97113555214167,SELL,0.8,72.97113555214167,9.065229566008668,7.424180572737536,461.84074327186136,434.16949999999997,406.4982567281386
MSFT,2024-12-17T22:51:32.547260,MACD,9.065229566008668,BUY,0.7,72.97113555214167,9.065229566008668,7.424180572737536,461.84074327186136,434.16949999999997,406.4982567281386
