symbol,date,indicator,value,signal,confidence,rsi,macd,macd_signal,bb_upper,bb_middle,bb_lower
AAPL,2024-12-17T22:51:14.502596,RSI,84.39501646181246,SELL,0.8,84.39501646181246,6.211262827264335,5.3241249207407115,256.4028266933781,240.4305,224.45817330662192
AAPL,2024-12-17T22:51:14.503829,MACD,6.211262827264335,BUY,0.7,84.39501646181246,6.211262827264335,5.3241249207407115,256.4028266933781,240.4305,224.45817330662192
